Transcripts	CT1	CT2	CT3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_10219	8.57	13.44	11.86	8.3	6.97	13.75	0	3.38	3.3	2.56	5.92	8.36	8.08	1.43	7.05
transcript_1022	164.48	0	180.49	141.03	130.19	0	0	161.61	1.6	1.4	137.63	121.67	1.9	140.03	196.13
transcript_10220	42.09	76.37	54.38	33.29	28.49	37.37	29.27	29.04	17.84	25.74	29.09	37.17	19.83	22.96	23.39
transcript_10221	22.94	21.46	29.49	22.32	23.46	25.42	17.82	20.22	17.75	17.49	32.12	20.33	18.19	16.7	18.96
transcript_10222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10223	31.45	33.79	13.56	17.75	11.43	21.17	24.58	18.78	35.2	17.69	14.67	24.3	29.75	24.16	43.84
transcript_10224	37.98	47.15	0	0	16.95	10.45	0	0	0	0	0	0	0	0	0
transcript_10225	315.46	365.47	0	327.95	371.23	290.57	303.76	289.08	297.65	332.76	0	0	301.72	239.98	342.12
transcript_10226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10227	6.24	16.72	8.27	11.06	4.35	7.19	7.42	5.07	9.81	6.72	8.13	5.66	10.57	6.1	7.45
transcript_10228	8706.64	9101.3	8407.3	8599.68	8295.87	5556.58	10384.81	7698.88	13247.51	11248.88	13989.62	13222.18	12570	12260.23	9949.01
transcript_10229	234.04	320.23	119.47	244.45	251.96	228.94	219.46	194.45	185.9	146.04	113.08	165.5	244.39	264.32	137.38
transcript_1023	27.41	34.37	36.36	40.05	34.46	37.28	35.98	39.07	42.69	46.18	38.79	41.04	25.57	18.32	31.53
transcript_10230	0	0	71.83	232.1	0	0	0	0	247.78	95.66	31.5	0	0	0	0
transcript_10231	172.8	1710.93	281.37	261.38	128.1	178.28	67.78	63.52	871.33	219.52	67.72	75.95	66.35	623.77	208.24
transcript_10232	2.92	4.18	2.1	4.35	3.05	6.56	4.33	9.02	6.95	1.65	4.84	2.14	5.55	4.43	8.21
transcript_10233	0	0	0	0	0	0	0	0	15.91	0	0	0	2.15	0	9.28
transcript_10234	2893.82	3067.16	3203.65	2812.37	3795.35	3936.17	3478.1	3105.25	3044.49	2427.4	3401.16	3098.64	3893.56	3128.44	3179.7
transcript_10235	0	1.04	0	0	1.94	0	0	0.82	0	0.87	4.44	2.16	1.28	2.01	1.09
transcript_10236	775.27	1175.09	1069.59	982.91	720.16	823.18	581.21	602.15	828.82	989.69	715.42	980.27	594.81	880.71	746.57
transcript_10237	3818.05	9521.13	3313.98	3471.68	4054.1	2277.96	4120.41	2330.97	0	3638.27	3665.36	3707.53	9208.91	2224.28	3694.8
transcript_10238	31.26	249.53	44.21	53.18	26.74	41.85	17.13	22.53	179.05	46.07	12.14	28.34	17.19	132.89	51.64
transcript_10239	13.86	10.24	20.44	21.2	9.77	6.5	15.5	14.16	18.45	17.95	14.24	19.74	21.08	19.45	23.75
transcript_1024	5.68	4.21	6.63	5.25	6.3	5.35	4.38	7.82	5.2	5.34	6.43	4.16	6.9	6.31	6.88
transcript_10241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10242	2.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10243	1.39	4.12	2.21	1.88	2.59	10.75	5.15	1.54	5.44	45.89	31.96	1.63	154.54	185.02	150.47
transcript_10244	0	0	234.73	0	164.89	0	0	121.97	0	102.83	0	185.38	381.07	241.98	170.36
transcript_10245	0	321.85	0	0	0.34	0.79	1.49	0	589.65	1.27	1.62	3.54	0	2.09	1.37
transcript_10246	2796.4	3024.38	3052.85	2654.81	3372.56	3754.31	3223.29	2898.16	3091.7	2368.67	3555.54	3054.26	3549.99	2938.02	3068.77
transcript_10247	35.21	73.95	43.61	37.22	34.21	92.53	125.85	28.55	115.64	124.3	50.82	34.62	177.65	32.43	69.92
transcript_10248	31.85	51.64	53.29	39.15	49.06	33.54	39.22	24.54	41.96	35.92	50.12	22.7	44.74	33.96	36.46
transcript_10249	0	0	59.82	0	261.59	210.5	308.09	151.23	0	0	0	59.45	4.49	0	0
transcript_1025	11.15	18.89	1.18	45.39	63.2	42.41	82.94	84.77	7.19	44.95	2.34	82.97	25.76	81.03	50.29
transcript_10250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10251	79.47	79.39	100.95	85.53	101.91	80.85	106.05	94.81	89.42	91.64	110.87	101.67	119.75	87.5	117.86
transcript_10252	2912.43	3208.3	3369.3	2819.68	3668.35	3685.3	3512.32	3157.75	3103.27	2636.92	3417.11	3189.99	3862.66	3305.63	3419.77
transcript_10253	0	0	0.32	0	0	0	0	0	0.91	0	0	0.59	0	0.58	0.29
transcript_10254	34.53	24.19	44.5	30.24	42.99	28.03	29.86	37.2	30.78	30.47	29.29	28.01	16.52	16.31	26.88
transcript_10255	0	3.23	2.53	3.23	3.39	4.29	5.01	0	2.44	1.99	3.7	5.74	1.1	1.31	3.22
transcript_10256	62.83	0	20.47	19.79	42.79	11.53	0	27.24	0	0	38.93	58.53	78.45	26.78	26.32
transcript_10257	22.2	18.22	15.04	34.79	38.97	18.4	22.55	24.77	19.21	34.43	13.9	26.84	28.65	20.04	40.62
transcript_10258	8.43	8.95	7.15	39.23	41.28	20.42	36.44	34.74	22.96	22.52	30.52	28.57	15.86	12.66	34.8
transcript_10259	0	0.43	0.22	0	0	0.46	0	0	0.44	0.32	0	0	0	0.08	0
transcript_1026	19.69	24.53	23.16	16.92	23.5	20.73	22.07	18.42	18.2	16.97	22.4	16.66	19.18	16.61	16.53
transcript_10260	32.55	38.24	5.86	2.02	1.89	6.08	6.74	32.65	1.64	87.43	4.52	18.57	2.2	5.86	22.69
transcript_10261	1788.12	2048.47	2033.73	1763.07	2334.6	2432.79	2165.37	1979.89	1881.95	1593.52	2079.19	1847.42	2276.31	1941.84	2114.09
transcript_10262	2348.72	2498.47	2641.19	2232.32	2899.47	2962.09	2864.47	2348.08	2355.19	1922.05	2572.51	2633.84	2933.43	2478.15	2595.39
transcript_10263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10264	37.53	25.63	40.34	31.03	35.11	23.19	17.25	21.16	29.92	33.19	21.95	29.9	20.92	10.81	19.79
transcript_10265	0.23	4285.75	0	3416.95	3759.62	4538.82	4617.9	0	5046.55	0	0	3678.82	3925.13	3934.54	0
transcript_10266	0	14.16	0.69	341.6	656.76	421.02	983.97	780.29	10.64	983.82	1331.31	663.49	616.61	437.34	1524.13
transcript_10267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10268	119.98	245.1	310.8	72.29	113.89	133.81	75.95	56.52	38.93	73.82	75.85	59.78	28.83	41.29	53.81
transcript_10269	199.2	0	180.97	221.32	0	320.01	0	325.25	304.02	0	320.08	333.78	443.25	404.45	393.63
transcript_1027	16.43	13.21	18.91	15.25	12.58	8.04	8.5	10.45	9.17	16.45	5.12	9.8	2.09	5.21	12.23
transcript_10270	0	0	0	0	0	0	0	0	0	0	0	416.23	0	0	0
transcript_10271	3144.26	3362.2	3402.99	2956.54	3919.63	4179.75	3728.99	3129.92	3190.11	2454.75	3682.92	3314.91	4368.44	3549.65	3586.63
transcript_10272	73.13	86.36	104.37	98.65	93.36	89.22	132.04	57.44	95.53	132.47	199.13	78.86	144.29	77.42	104.7
transcript_10274	151.98	139.92	333.81	178.31	334.98	142.66	246.35	113.98	284.55	186.12	435.78	146.76	489.6	283.92	133.88
transcript_10275	384.81	405.84	510.46	433.48	415.34	407.33	447.33	450.71	445.35	430.47	475.2	396.18	516.56	482.78	471.25
transcript_10276	97.34	99.41	140.71	101.74	90.51	84.11	105.85	74.45	86.16	67.27	81.43	78.49	88.81	66.24	89.39
transcript_10277	0	0.25	0.18	0	0	0	0.53	0.51	0	0	0	0.5	0	1.13	0
transcript_10278	7.74	17.79	12.62	26.67	41.03	10.13	26	19.2	16.84	24.02	24.22	42	17.75	23.16	26.89
transcript_10279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1028	18.76	22.02	26.27	18.24	20.68	19.42	19.33	21.34	19.51	20.03	20.22	16.58	20.26	18.29	20.48
transcript_10280	0	0	40.98	0	0	0	0	0	74.13	0	0	59.22	0	0	0
transcript_10281	92.29	122.82	149.73	105.51	93.76	87.19	125.69	86.98	111.54	89.27	107.76	118.22	146.1	115.2	106.67
transcript_10282	46.26	158.23	150.41	204.85	91.44	0	181.86	0	90.81	430.87	156.6	164.67	197.82	270.47	257
transcript_10283	0.07	0.68	0	1.16	1.96	0.94	3.81	3.77	0	0	0	0.82	4.79	5.84	0
transcript_10284	43.37	44.49	49.91	27.97	44.86	41.12	29.6	28.79	36.41	35.78	45.96	43.98	22.64	16.33	20.13
transcript_10285	35.82	49.57	55.26	30.59	25.11	24.29	19.6	33.09	47.43	37.39	28.14	36.43	22.7	19.15	24.04
transcript_10286	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10288	36.89	35.59	12.5	3.51	3.39	0	11.8	11.53	2	5.52	15.48	6.26	40.47	14.78	15.94
transcript_10289	0	0	0	0	80	0	125.16	60.04	0	0	90.52	0	0	0	167.64
transcript_1029	26.34	42.98	42.89	25.71	24.19	21.36	17.92	27.73	30.15	30.14	25.85	27.91	14.34	15.4	19.51
transcript_10290	23.75	32.67	31.04	23.59	41.99	24.16	24.97	26.71	29.93	16.98	24.45	29.64	26.09	29.87	25.44
transcript_10291	2.73	4.28	7.3	4.37	11.11	6.43	4.5	4.35	5.94	1.55	1.42	11.02	5.55	4.25	5.65
transcript_10292	0	0	0	22.69	12.99	7.21	33.92	10.06	121.29	97.03	98.05	175.54	1.04	15.33	7.42
transcript_10293	1.36	1.7	1.73	1.38	1.9	2.74	1.05	1.29	1.93	1.33	1.86	1.59	2.41	2.31	2.08
transcript_10294	2.92	5.34	4.63	2.72	4.5	2.13	6.46	5.71	3.8	7.49	8.17	5.86	43.04	36.09	33.36
transcript_10295	7.46	6.98	8.39	4.81	4.83	5.69	3.76	3.64	4.49	2.84	7.57	4.76	8.09	3.01	4.34
transcript_10296	50.08	54.77	34.67	37.07	44.55	35.67	20.71	35.73	30.32	35.98	48.12	40.8	90.4	43.12	78.22
transcript_10297	31.55	49.43	0	30.18	87.88	29.11	65.18	39.75	28.4	27.88	17.58	20.09	15.5	2.12	14.03
transcript_10298	2377.01	2672.34	2680.07	2303.02	2931.09	2870.16	2728.71	2407.88	2613.45	2134.99	2838.43	2581.64	3171.08	2638.13	2772.61
transcript_10299	114.84	3.21	1.56	47.71	1.03	0	32.99	0	0	65.72	11.3	57.43	0	3.83	0
transcript_103	143.34	0.91	1.14	837.36	621.6	1.71	115.05	694.65	1.03	1.71	0.57	769.41	443.05	589.99	0.51
transcript_1030	11.44	15.72	12.85	11.65	17.26	28.19	21.86	17.16	19.84	42.1	43.9	22.91	134.99	123.04	105.79
transcript_10300	29.82	18.2	51.84	36.05	25.35	3.59	14.21	22.98	29.81	22.95	45.51	32.41	52.75	38.36	24.73
transcript_10301	24.12	7.05	26.65	25.83	39.88	45.65	36.66	31.8	34.57	21.99	16.05	26.48	11.16	12.6	9.38
transcript_10302	0	0	71.83	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10303	13.29	0	37.55	0	20.54	0	0	3.25	0	0	10.79	27.61	0	22.19	11.34
transcript_10304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10305	0	6.14	6.65	10.21	9.09	0	2.7	7.78	11.67	6.57	0	9.06	0	6.87	3.8
transcript_10306	2.25	0	0	0	0	0	0	0	0	0	0	0	2.08	0	0
transcript_10307	37.28	46.97	41.2	30.29	40.45	39.97	34.26	32.61	46.05	37.9	47.21	36.14	40.14	28.6	33.81
transcript_10308	2.43	0	0	0	0	0	0	0	0	9.39	0	0	2.76	0	0
transcript_10309	0	105.11	2.08	90.97	113.83	0	0.84	76.55	144.75	0.8	126.64	122.07	131.78	219.32	0.38
transcript_1031	44.18	55.17	56.23	46.06	36.61	52.63	64.54	43.27	45.1	43.83	49.28	52.46	36.75	30.41	35.9
transcript_10310	1.22	0.63	6.59	3.32	1.05	2.14	3.85	1.96	1.8	4.58	1.41	1.17	2.45	1.66	4.17
transcript_10311	0.79	3.58	1.37	1.51	3.94	0.83	0.87	0.87	1.82	2.18	3.2	2.04	1.49	2.05	3.4
transcript_10312	80.7	110.93	88.02	82.69	88.6	78.95	90.15	86.53	94.25	73.97	103.35	85.61	86.08	82.02	74.79
transcript_10313	10.12	1.72	1.96	3.96	5.66	1.71	1.29	1.88	6.47	6.9	3.09	2.16	4.01	0.99	4.47
transcript_10314	3.56	6.88	3.16	6.73	6.84	8.36	5.26	5.62	3.37	3.78	4.6	2.5	0.92	2.04	3.36
transcript_10315	0	8.76	2.54	0	3.85	10.66	0.51	3.81	0	3.5	0.69	14.73	17.35	2.34	12.88
transcript_10316	324.67	164.56	280.15	261.81	258.15	397.4	324.76	301.51	276.78	188.04	245.38	316.57	337.29	93.8	263.51
transcript_10317	2229.05	2475.2	2564.79	2127.54	3091.61	2991.39	2824.79	2369.15	2354.44	1929.42	2551.23	2369.59	2751.41	2451.48	2606.47
transcript_10318	0	0	0	0	0	0	0	0	0	0	0	0	3.85	0	2.16
transcript_10319	79.44	78.67	119.89	199.45	37.03	0	62.57	75.67	224.23	60.57	111.56	221.97	135.58	143.96	119.64
transcript_1032	3.58	3.63	5.22	4.28	4.23	2.77	3.61	3.34	4.6	6.2	3.7	4.01	3.67	2.97	3.22
transcript_10320	0	0	91.69	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10321	26.36	0	65.63	0	44.49	33.85	50.27	0	0	15.89	0	80.1	103.69	121.01	41.05
transcript_10322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10323	376.26	364.09	621.51	308.17	850.35	731.03	824.73	453.48	693.91	499.31	713.9	741.01	652.26	377.83	509.03
transcript_10324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10326	35.13	34	36.65	29.08	26.23	21.43	24.75	25.14	29.4	25.47	32.42	19.75	34.14	20.19	29.68
transcript_10327	53.26	48.68	77.7	62.75	52.15	58.74	60.91	75.59	74.45	45.83	79.89	68.98	132.47	108.09	94.05
transcript_10328	31.68	65.31	54.33	40.59	60.39	60.84	75.88	29.79	67.73	16.99	13.41	35.04	65.28	64.33	61
transcript_10329	2542.82	2999.58	2979.5	2541.82	3263.47	3068.73	3042.97	2582.52	2806.06	2213.89	2980.01	2931.95	3255.76	2944.19	3038.57
transcript_1033	6.75	7.1	9.17	7.08	5.93	8.74	7.74	8.41	6.15	8.57	9.7	6.07	18.44	16.5	13.58
transcript_10330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10331	0	0	0	0	0.23	0.74	0	0	0.17	0.2	0.18	0	0	0	0
transcript_10332	6.72	9.85	0	4.01	2.34	0	2	1.14	1.14	5.01	2.51	0	5.12	1.03	1.25
transcript_10333	30.14	28.48	43.18	12.98	45.02	35.85	35.35	21.48	25.38	14.85	25.03	42.64	47.72	32.78	44.73
transcript_10334	83.71	252.4	395.35	111.29	240.71	144.07	103.11	147.61	168.87	210.26	111.47	327.71	156.4	198.25	145.04
transcript_10335	2.52	15.36	4.2	17.51	14.78	89.77	66.53	53.73	49.24	115.58	213.75	28.59	174.15	212.43	79.25
transcript_10336	0	75.06	130.6	159.2	129.29	0	109.27	0	58.5	138.23	33.11	0	96.73	131.58	0
transcript_10337	50.67	114.74	56.67	125.75	254.94	131.93	119.34	21.97	53.86	635.81	145.35	136.76	84.43	112.15	100.39
transcript_10338	210.66	325.27	225.91	225.83	135.95	209.52	147.85	155.43	160.3	153.32	141.42	198.94	199.12	159.99	229.46
transcript_10339	3.61	7.41	7.78	3.66	3.46	3.45	4.92	3.48	4.25	3.03	2.78	4.49	6.11	7.5	4.7
transcript_1034	153.06	145.05	165.73	148.43	205.65	315.76	158.48	193.14	172.05	116.32	274.7	151.58	349.76	229.04	188.16
transcript_10340	119.7	134	84.88	157.76	4.45	242.82	24.11	8.8	3.57	30.82	33.02	6.66	117.73	74.83	32.11
transcript_10341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10342	10.75	6.7	83.78	6.25	50.93	9.62	28.04	60.35	64.85	67.33	45.47	39.83	2.91	32.77	48.26
transcript_10343	0	0	286.99	0	942.43	0	0	0	0	0	0	0	304.26	0	0
transcript_10344	899.82	1119.79	1036.35	957.16	44.82	1661.86	119.6	81.2	459.11	306.22	231.01	65.34	553.81	326.56	157.06
transcript_10345	10.91	55.89	13.78	38.19	31.37	3.93	17.8	6.8	7.88	27.38	11.33	7.68	3.52	13.49	3.97
transcript_10346	8.5	16.19	0	3.43	9.31	33.81	0	24.36	0	3.32	3.29	0.7	116.17	17.66	163.83
transcript_10347	3102.64	3368.13	3437.81	2787.77	3646.39	3653.52	3645.09	3105.92	3359.61	2714.81	3629.98	3450.33	3928.86	3386.37	3485.34
transcript_10348	29.74	37.56	49.28	25	35.08	28.01	26.83	37.57	25.97	22.32	42.72	28.71	50.14	30.81	29.81
transcript_10349	2.87	0	2.96	0	25.31	0	17.17	0	3.49	3.85	0	1.09	3.63	0	3.33
transcript_1035	0	5.79	11.5	14.34	1.37	3.45	17.22	0	4.7	3.11	1.38	1.53	0	0.16	50.88
transcript_10350	10.8	13.92	13.48	16.81	14.54	14.98	14.2	16.65	13.31	13.91	19.69	28.9	21.99	11.44	19.22
transcript_10351	2705.72	3116.17	2967.99	2498.98	3427.91	3503.2	3182.7	2837.63	2873.66	2231.91	3324.48	2947.3	3597.31	2976.45	3131.24
transcript_10352	47.02	55.87	71.71	51.64	67.08	54.73	50.24	50.56	58.24	38.25	48.69	49.09	48.63	46.67	77.3
transcript_10353	21.81	26.81	31.21	34.08	31.15	19.89	39.93	30.07	35.55	38.98	37.23	38.77	39.94	30.65	28.77
transcript_10354	0	0	0	0	0	0	0	33.06	0	0	0	166.02	29.96	119.19	0
transcript_10355	0	2.35	0	7.76	0	24.77	36.62	48.38	0	0	0	23.65	30.53	0	42.43
transcript_10356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10358	4.87	4.56	6.5	5.93	9.07	5.89	4.05	5.08	6.93	7.77	7.45	5.79	7.99	4.95	4.26
transcript_10359	0	0	12.4	12.25	0	11.02	0	0	0	0	21.13	0	1.97	18.07	0
transcript_1036	7.06	4.31	7.22	8.76	2.68	9.41	6.35	11.22	13.32	14.96	10.98	7.48	6.13	4.17	6.83
transcript_10360	44.83	54.62	53.45	37.09	40.31	44.15	41.91	41.77	42.98	38.09	48.77	39.06	44.62	35.22	37.5
transcript_10361	1451.9	8709.18	1749.04	1361.33	820.02	1412.41	406.74	492.28	4745.44	1437.22	453.13	575.39	201.73	4408.44	901.08
transcript_10362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10364	0	0	0	0	0	0	0	0	0	0	0	0	0	180.01	0
transcript_10365	0	0	2.2	5.15	2.64	0	1.27	0.71	0.46	3.98	10.51	9.42	8.14	9.36	8.86
transcript_10366	13.81	6.18	15.64	21.21	19.4	16.52	20.78	19.82	32.32	56.14	37.57	18.81	27.25	24.47	16.5
transcript_10367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10369	3128.39	3394.22	3470.12	3017.35	3942.66	4179.36	3774.08	3214.56	3271.6	2548.96	3700.72	3393.02	4514.84	3404.13	3605.55
transcript_1037	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0.11
transcript_10370	0	1.99	0	0	6.66	0	5.13	1.43	6.48	5.8	5.73	0	0	6.15	0
transcript_10371	11.94	0	0	3.17	0	0.44	4.18	0	0.33	2.15	0.36	0.53	0	0	0
transcript_10372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10373	1.68	12.1	1.66	10.07	6.12	5.3	2.13	5.75	3.63	1.19	1	14.9	3	6.9	0.78
transcript_10374	142.2	123.9	84.15	161.45	54.81	22.52	84.86	15.36	115.09	64	46.3	88.72	100.4	100.23	89.14
transcript_10375	1982.13	2329.02	2302.71	1973.91	2675.75	2769.55	2479.59	2191.03	2163.92	1673.82	2343.61	2165.88	2894.27	2403.3	2463.15
transcript_10376	0	0	0	0	0	0	0	0	0	0	0.33	12.03	0.51	0.29	0.07
transcript_10377	1.77	3.43	0.24	2.09	2.76	2	1.24	0.24	0.73	0.21	0.78	0.91	1.54	0.47	0.63
transcript_10378	0	1.3	0	0	0	0	0	1.41	0	0	0	1.4	0	0	3.03
transcript_10379	17.01	15.48	18.68	10.3	10.99	5.24	4.59	2.24	8.06	5.35	3.17	3.53	1.37	1.29	3.15
transcript_1038	52.81	64.03	49.95	51.65	39.02	48.88	38.73	42.33	50.16	36.87	29.77	42.39	19.96	23.18	31.64
transcript_10381	0.35	0.67	0.84	1.72	1.8	0.88	4.49	1.57	3.52	2.17	1.95	2.04	4.78	1.72	2.83
transcript_10382	0	0	0	145.22	139.68	0	126.96	0	0	166.44	97.64	177.5	0.07	0	0
transcript_10383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10384	2.68	4.11	2.55	2.22	0.91	2.37	3.15	6.23	7.69	22.43	7.63	10.29	6.34	25.78	3.51
transcript_10385	0	2.53	0	0	1.45	120.97	0	36.95	0	18.97	0	0	0	19.55	39.94
transcript_10386	33.47	47.79	36	23	179.77	74.05	86.38	86.25	61.59	38.76	221.82	76.36	164.38	134.75	72.05
transcript_10387	2.48	0	0	0.91	1.98	1.64	0	0	1.58	0.72	0.65	0	0.8	2.1	0.63
transcript_10388	10.07	4.37	12.63	6.23	8.22	2.72	8.85	11.17	4.72	2.89	11.51	6.48	9.94	7.1	6.95
transcript_10389	0	0	172.24	84.04	69.83	0	104.54	0	0	66.53	61.28	189.35	0	0	0
transcript_1039	0.76	0.5	0.47	2.66	5.77	11.38	9.14	9.12	11.19	16.1	4.89	11.53	6.9	9.36	6.22
transcript_10390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10391	0	3.59	0	1.56	0	0	0	0	0	0	0	1.39	0	0	0.57
transcript_10392	15.1	20.38	21.46	22.09	22.33	17.7	22.19	24.15	21.84	29.1	15.88	14.16	15.74	9.09	15.86
transcript_10393	1.8	0	0	0	0	0	0.74	0	0.37	0.43	0	0.23	0	0	0
transcript_10394	45.94	43.31	55.39	46.4	51.21	39.74	45.06	46.21	52.63	48.98	56.12	47.98	60.48	44.17	47.13
transcript_10395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10396	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0	1.16
transcript_10397	164.97	112.49	192.94	77.21	108.11	61.08	88.25	134	143.41	53.05	227.91	150.88	170.24	128.52	124.64
transcript_10398	0	0	56.12	0	45.46	0	56.75	43.2	51.82	53.21	47.5	72.21	113.98	116.68	93.55
transcript_10399	31.5	21.35	16.51	10.09	39.19	75.24	27.42	39.24	42.37	12.45	8.37	41.29	24.12	42.49	22.72
transcript_104	18.63	22.17	28.13	28.83	18.97	28.55	22.6	20.59	21.9	21.12	25.33	20.3	25.39	18.69	22.23
transcript_1040	0.13	0.2	0.63	0.2	0.19	0.52	0.19	0.12	0.18	0.69	0.16	0	0.44	1.36	0.11
transcript_10400	13.91	19.54	16.57	17.64	20.8	16.02	26.19	15.3	18.4	18.99	19.28	24.07	17.24	6.8	18.81
transcript_10401	187.81	174.18	234.08	173.45	180.38	157.02	157.38	192.27	163.86	143.46	186.52	150.01	221.55	154.22	189.05
transcript_10402	18.96	17.98	17.35	14.93	21.58	13.57	14.53	13.47	15.1	12.15	17.87	15.38	14.42	15.79	15.77
transcript_10403	145.63	188.31	75.91	137.32	417.54	413.41	393.38	557.07	231.78	248.74	358.64	447.96	1192.69	1022.06	828.37
transcript_10404	42.5	38.38	50.16	19.53	43.08	25.4	42.2	36.49	37.66	27.42	37.5	20.15	16.28	36.68	45.48
transcript_10405	12.02	21.57	16.94	11.18	12.58	13.87	10.88	10.92	16.94	11.99	15.88	9.49	14.23	12.33	14.17
transcript_10406	595.77	674.83	1207.55	888.85	1586.36	975.36	247.22	657.94	839.71	794.26	901.74	930.99	246.17	616.77	0
transcript_10407	205	176.36	175.96	172.72	184.02	110.26	166.87	108	202.68	124.54	232.77	195.31	313.25	221.94	276.57
transcript_10408	20.11	23.07	20.84	19.64	16.38	14.18	11.62	9.77	12.72	8.87	6.38	13.52	2.18	1.77	1.05
transcript_10409	28.27	26.46	27.78	21.21	24.52	23.29	21.62	21.02	19.55	18.59	22.22	21.09	27.95	23.08	23.08
transcript_1041	15.99	16.5	18.38	17.4	37.85	28.35	29.24	34.61	25.64	28.83	34.78	28.97	26.03	25.06	23.95
transcript_10410	0	2.12	0	0	0	0	0	0	0	0	0	0	0	0.01	0
transcript_10411	1.26	1.41	3.35	2.3	2.81	2.03	2.09	0.24	1.79	2.32	2.44	1.99	1.21	1.38	1.88
transcript_10412	210.16	0.47	0	94.71	0.46	51.68	55.98	46.7	28.57	57.36	26.35	44.96	3.7	0.63	0.36
transcript_10413	32.9	27.81	37.66	29.63	29.24	25.97	26.56	33.5	29.88	31.13	28.2	27.23	20.36	21.88	20.03
transcript_10414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10415	10.6	3.88	12.29	7.86	15.51	0.28	9.67	5.88	3.94	6.74	5.55	15.23	37.79	12.01	21.05
transcript_10416	0	0	0	0	0	269.42	0	0	141.44	240.01	175.03	197.13	0	0	229.26
transcript_10417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10418	14849.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10419	2285.59	0	92.63	1345.76	4234.85	0	0	0	2513.96	0	2246	0	0	6966.25	2233.25
transcript_1042	27.14	36.27	34.92	31.39	22.78	34.45	43.57	31.54	34.13	21.84	26.51	36.46	20.73	20.59	28.54
transcript_10420	2.59	15.61	0	0	0	0	0	0	0	0	3.41	0	1.26	0	0
transcript_10421	3087.62	3119.22	3239.25	2747.95	3769.65	3641.34	3354.24	3084.26	2949.73	2425.27	3346.84	3326.6	3743.66	2959.28	3402.11
transcript_10422	24.16	24.8	24.79	19.26	20.72	18.43	36.66	28.45	27.33	26.95	41.07	30.08	65.25	40.18	40.69
transcript_10423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10424	33.71	39.9	30.63	20.58	12.72	7.17	5.97	11.12	19.14	12	8.79	7.38	1.94	10.53	15.33
transcript_10425	335.89	862.19	280.91	400.32	556.74	806.58	479.8	418.41	479.8	313.93	398.24	601.4	723.4	496.41	420.85
transcript_10426	594.48	697.37	655.82	580.36	634.58	617.34	510.16	546.5	493.18	427.06	570.74	561.51	624.89	614.47	480.02
transcript_10427	0	0	0	0	11.42	0	5.23	0	0	0	0	0	0	0	14.63
transcript_10428	4.93	0	4.1	72.81	0	77.74	0	0.88	0	0	0	0	0	0	2.46
transcript_10429	6.5	1.07	1.22	5.94	0	1.33	5.08	1.29	0.78	0	4.06	1.24	5.74	0	3.63
transcript_1043	3.5	4.75	4.87	4.23	4.44	5.45	5.28	4.4	4.3	6.36	5.87	3.76	2.31	3.33	3.62
transcript_10430	2.08	0	0	0	0	0	0	0	1.05	0	0.7	0	0	0	0
